Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
-0.09004083327565919,-0.09449139520590043,-0.08412058533301713,-0.08690546990560717,-0.009889688177342796,0.25289716320237476,0.24868623232944073,0.2528666172004681,0.2509416411241746,-0.010066806619382808,0.25355849309064066,0.2523432698217578,0.2487129864069946,0.24849413666376932,-0.009804192673548933,0.12100798978783617,0.12039797172710512,0.12054708595644423,0.12161276057154183,0.2657550095843661
-0.09088672034204595,-0.09475261216963736,-0.08369221825302724,-0.08624975219970418,-0.009980974689832047,0.24954437446651445,0.24582052858020906,0.2521552218711992,0.2517651005687971,-0.010074456193481855,0.24744503656539096,0.25227412415488626,0.2521628712833419,0.25685072510178875,-0.009829720659982286,0.1198775770718466,0.121419791026429,0.12493019911419809,0.12728548119005137,0.21503857852468133
-0.0903945678670573,-0.09500614628149968,-0.0838987523808795,-0.0867529774158623,-0.009979634967706805,0.24686060550134192,0.24194068838352797,0.24822342402986328,0.24466657517117282,-0.010072403248751988,0.24837551233841648,0.24689612784265527,0.24955442174268908,0.24857038290864178,-0.009949365620939583,0.12444536723033506,0.11963736939151812,0.12724032158128648,0.125836802537475,0.2184876034225857
-0.09095592928384122,-0.0949216349108789,-0.08376106296231131,-0.08647849093432151,-0.009924317601919403,0.2420390492229374,0.23847572218807625,0.24710660985703245,0.24447595955899173,-0.010064568266680252,0.24774494197983715,0.247679778733866,0.251451475954073,0.2502478002958354,-0.009934413365077489,0.12403780346198512,0.120820528580209,0.12837243457840267,0.12606554127209232,0.1649311932173505
-0.09062526433970822,-0.09488322065150584,-0.08370751707731258,-0.08658523567714294,-0.009719136766077417,0.24309256311471,0.23965888137676702,0.24706071338417637,0.2452689205056651,-0.0100768799541571,0.2509900723617936,0.24804855562384756,0.25244589953262087,0.2518108483157204,-0.009847759061454315,0.12486831076352845,0.12201137062077447,0.1282806416326905,0.12755996767159214,0.18990352391835513
-0.09059450481002143,-0.09447602950215118,-0.08353158059803102,-0.08603626271406137,-0.009872355522347458,0.24394614006351845,0.24001997541487405,0.24828461932700466,0.24569589947695072,-0.010075577612671511,0.2486369683407541,0.2548862937922557,0.25404462667044037,0.25915336169693637,-0.00982386535658669,0.12449919640728696,0.12456976029502151,0.12957339228480289,0.1311511658050841,0.1890768690150867
-0.08987934574480354,-0.0935617701290719,-0.08269014526233656,-0.08519755402046451,-0.009830399492398424,0.24859082904622387,0.24544406883835276,0.25399873019758423,0.2505222867773762,-0.010073150861545093,0.25981805738190267,0.25858174554394586,0.26398121304377764,0.2605029202311786,-0.009696570821530345,0.12977445574857166,0.1286724031960664,0.13539459492538,0.13437638196318827,0.27615346621012365
-0.08894886997177812,-0.09321604179471418,-0.08197110052092493,-0.08470195342879366,-0.00997496986387783,0.25092086341999836,0.24678088506453608,0.25601817500325097,0.2527181786297026,-0.010075390709473235,0.2578417575995263,0.25573909035033804,0.2610973846659884,0.261608490781829,-0.009982857178845086,0.13193531270906872,0.12942532267977877,0.1376052750346136,0.13597755310550955,0.16133768168059956
-0.08890273067724792,-0.0930777504609711,-0.0817186699202166,-0.08464858105738296,-0.009944987600423161,0.2541813735667982,0.24962354025814384,0.25614056559753395,0.25223782728700617,-0.010041615058706353,0.2589106512561423,0.25397971727105106,0.2607455117074253,0.2580325418973115,-0.009980424446816323,0.13423458755315637,0.12977105101413647,0.13870679038315906,0.13574881437089217,0.14731648783878304
-0.08890273067724792,-0.0930777504609711,-0.0817186699202166,-0.08464858105738296,-0.009944987600423161,0.2541813735667982,0.24962354025814384,0.25614056559753395,0.25223782728700617,-0.010041615058706353,0.2589106512561423,0.25397971727105106,0.2607455117074253,0.2580325418973115,-0.009980424446816323,0.13423458755315637,0.12977105101413647,0.13870679038315906,0.13574881437089217,0.14731648783878304
