Open,High,Low,Close,Volume,Ticker
8.4273,8.4273,7.9355,8.23,379880,spyg
8.2655,8.2655,7.718,8.0725,414392,spyg
7.7425,8.0452,7.6438,7.6438,118908,spyg
7.394,7.9292,7.394,7.6658,395764,spyg
7.9625,8.2208,7.6032,8.2208,98672,spyg
8.1955,8.6718,8.1955,8.2995,124268,spyg
8.362,8.629,8.362,8.6062,57944,spyg
8.527999999999999,8.8288,8.527999999999999,8.7278,58188,spyg
8.7747,8.8155,8.6378,8.7118,197216,spyg
8.8352,9.044,8.8352,9.044,286108,spyg
8.8892,8.948,8.5502,8.5502,181904,spyg
8.5592,8.564,8.1468,8.1555,93900,spyg
8.286,8.416,8.2325,8.416,233092,spyg
8.5502,8.6425,8.2118,8.3235,255584,spyg
8.1712,8.2655,7.9872,8.0925,227132,spyg
7.911,7.9825,7.6935,7.716,233752,spyg
7.774,8.23,7.4332,8.23,122596,spyg
8.01,8.2118,7.8952,7.9268,113584,spyg
7.72,7.8862,7.689,7.7262,247980,spyg
7.6438,7.7895,7.4615,7.6958,169792,spyg
7.6438,7.7698,7.308,7.308,105008,spyg
7.2012,7.3118,6.7825,6.813,178492,spyg
6.9128,7.1968,6.7415,7.1478,304172,spyg
7.3158,7.7332,7.3158,7.675,91956,spyg
7.7448,7.7448,7.518,7.6548,114408,spyg
7.5108,7.9648,7.5108,7.9648,99616,spyg
7.9042,8.0145,7.9042,8.0122,64340,spyg
7.9042,8.0145,7.9042,8.0122,64340,spyg
7.8235,7.8235,7.4035,7.4220000000000015,184020,spyg
7.4525,7.5805,7.357,7.4802,235784,spyg
7.4688,7.7785,7.4332,7.7785,2507148,spyg
7.6172,7.7962,7.4289999999999985,7.5455,198456,spyg
7.3895,7.8122,7.294,7.8122,267296,spyg
8.0122,8.169,7.96,8.0658,559676,spyg
7.976,8.2002,7.9268,7.9268,343120,spyg
8.0005,8.1305,7.9625,8.0948,235648,spyg
7.9802,8.1175,7.8188,7.8188,202976,spyg
7.6375,7.9268,7.6375,7.8728,73860,spyg
7.9492,7.9492,7.754,7.8322,121396,spyg
7.9018,8.2325,7.9018,8.2025,174064,spyg
8.106,8.275,8.088,8.176,198376,spyg
8.1868,8.2255,7.967,7.976,823160,spyg
8.025,8.1822,8.023,8.0635,218516,spyg
8.0818,8.0818,7.747000000000001,7.891,251000,spyg
7.931,7.9648,7.7762,7.8058,132172,spyg
7.8772,7.8772,7.8122,7.8348,221684,spyg
7.9268,7.9268,7.8368,7.9085,93680,spyg
7.9268,7.9268,7.8368,7.9085,93680,spyg
7.8795,7.8998,7.6982,7.864,736300,spyg
7.92,8.025,7.8795,8.023,479328,spyg
8.0145,8.2002,8.0145,8.158,302372,spyg
8.198,8.4605,8.142000000000001,8.4605,123176,spyg
8.198,8.4605,8.142000000000001,8.4605,123176,spyg
8.4205,8.503,8.344,8.4698,493368,spyg
8.5615,8.6425,8.501,8.5592,148656,spyg
8.4605,8.4605,8.3038,8.3602,61140,spyg
8.2703,8.3818,8.2408,8.3818,28488,spyg
8.392999999999999,8.392999999999999,8.1868,8.1885,64796,spyg
8.1908,8.1908,7.9735,8.0075,45204,spyg
8.0005,8.0818,7.9515,8.032,78572,spyg
7.9220000000000015,7.9220000000000015,7.7425,7.774,59736,spyg
7.6308,7.8998,7.6125,7.841,60092,spyg
7.976,7.976,7.7518,7.9335,118504,spyg
7.864,7.8998,7.5565,7.5722,262296,spyg
7.864,7.8998,7.5565,7.5722,262296,spyg
7.6568,7.7985,7.5682,7.7985,48820,spyg
7.6615,7.7985,7.5962,7.731,87144,spyg
